Latitude,Longitude,Vs30,Census_tract
37.84257856,-122.28985719999999,276.30001830000003,6001425103.0
37.83263684,-122.2834131,316.4023743,6001425104.0
37.821620200000005,-122.22538759999999,577.2053833,6001426100.0
37.76592608,-122.2322855,305.3262939,6001427100.0
37.77146918,-122.26904920000001,259.8187866,6001427800.0
37.74276336,-122.2466287,232.22712709999996,6001428302.0
37.72135971,-122.08348319999999,438.5214233,6001430300.0
37.70610994,-122.08224799999999,504.3453674,6001430700.0
37.68802216,-122.06736540000001,334.65829469999994,6001431100.0
37.71672945,-122.1661236,268.0239563,6001432501.0
37.70928622,-122.1391736,227.2973938,6001433103.0
37.69857209,-122.15749070000001,251.7097626,6001433300.0
37.69925106,-122.11354779999999,571.9384155,6001433900.0
37.68071198,-122.06468600000001,459.3137206999999,6001435300.0
37.6792844,-122.12954979999999,261.19787599999995,6001435800.0
37.66627793,-122.0917265,265.5465088,6001436300.0
37.64720473,-122.1015815,250.1522827,6001437000.0
37.64288117,-122.0876594,267.4625549,6001437400.0
37.638470899999994,-122.07345490000002,218.28329469999997,6001437702.0
37.62613136,-122.0764342,250.92454530000003,6001438201.0
37.62819044,-122.0884882,240.897995,6001438300.0
37.59820045,-122.0833572,218.2799683,6001440331.0
37.591333899999995,-122.0122922,248.4110107,6001440335.0
37.57171122,-122.038002,243.74432369999997,6001441401.0
37.58454144,-122.0572743,225.4389801,6001441522.0
37.55695916,-122.021271,264.54205319999994,6001441602.0
37.5530143,-121.9636328,274.6299133,6001441925.0
37.54826156,-121.94983549999999,258.3864746,6001442100.0
37.53718213,-121.98714640000001,244.88327030000002,6001442500.0
37.53716753,-122.00806329999999,254.06448360000002,6001442700.0
37.50712615,-121.92714380000001,444.28796389999997,6001443102.0
38.00335722,-122.3072475,406.8400574,6013359102.0
38.00949151,-122.2781057,379.3604736,6013359104.0
38.01438289,-122.2848239,356.1217651,6013359105.0
37.96891828,-122.2943143,431.7409058,6013360200.0
37.98316055,-122.3276082,424.3141785,6013365003.0
37.95428583,-122.3525028,272.3615417,6013368001.0
37.93846453,-122.330568,322.9891052,6013371000.0
37.92831772,-122.35674350000001,241.9489441,6013379000.0
37.90892178,-122.3116851,396.2452087,6013383000.0
37.91707484,-122.30594479999999,396.2452087,6013387000.0
37.52733008,-121.9027754,760.0,6001443103.0
37.53135301,-121.926644,412.18133539999997,6001443104.0
37.52177304,-121.93220320000002,485.0690613,6001443105.0
37.49027651,-121.9243455,519.442749,6001443321.0
37.5363268,-122.0352585,241.1915588,6001444400.0
37.70508504,-121.88522090000001,297.59481810000005,6001450101.0
37.70689204,-121.94190309999999,449.45822139999996,6001450501.0
37.65209902,-121.7774623,348.74063110000003,6001451102.0
37.69119218,-121.7841567,301.1667175,6001451403.0
37.69788967,-121.7322972,254.91235350000002,6001451504.0
37.67213042,-121.7879098,300.18225099999995,6001451701.0
37.79659462,-122.2929797,191.4466095,6001982000.0
38.00264556,-121.741003,276.3821411,6013302005.0
38.01321638,-121.7176987,228.33422850000002,6013302006.0
37.98369775,-121.73056100000001,315.57366939999997,6013302010.0
37.94314238,-121.7586355,270.4132385,6013303201.0
37.94221829999999,-121.71478,267.0115051,6013303202.0
37.92895438,-121.7087545,232.34622190000002,6013303204.0
38.00878941,-121.7631925,254.9382019,6013306002.0
37.99873488,-121.81419299999999,353.9875488,6013307102.0
37.98866881,-121.7665949,390.5071411,6013308002.0
38.0039942,-121.8644554,316.98593139999997,6013313102.0
38.01390846,-121.89927479999999,370.78866580000005,6013313206.0
38.02452984,-122.1388034,228.33422850000002,6013316000.0
37.99867705,-122.1074821,390.2868958,6013320003.0
37.95224952,-122.07207450000001,345.74490360000004,6013323000.0
37.97557073,-122.0377463,269.9430542,6013328000.0
37.98183115,-121.99778490000001,289.57562260000003,6013332000.0
37.96318644,-122.00179709999999,301.05688480000003,6013334001.0
37.96672223,-122.034504,352.462738,6013336101.0
37.92002616,-122.0196205,303.2804871,6013338301.0
37.73188796,-121.93851459999999,334.29925539999994,6013345101.0
37.744952000000005,-121.94806709999999,443.45092769999997,6013345102.0
37.79919301,-121.9651852,572.0497437000001,6013345114.0
37.81665725,-121.9846145,361.38842769999997,6013346203.0
37.88966278,-122.1040284,427.859436,6013349000.0
37.86441993,-122.0637211,573.2618408,6013351103.0
37.94473575,-121.80152079999999,394.4311218,6013355108.0
37.76313701,-121.9128002,376.6460266,6013355115.0
38.02444024,-122.2276639,552.6972656,6013356001.0
37.86760631,-122.2318915,614.6674805,6001400100.0
37.84809143,-122.24971380000001,504.571167,6001400200.0
37.83959746,-122.25467350000001,333.2643738,6001400300.0
37.84545355,-122.2834311,285.88302610000005,6001400800.0
37.80952787,-122.29822970000001,230.97082519999998,6001401800.0
37.81038676,-122.2769977,297.6669617,6001402700.0
37.80233864,-122.27544350000001,322.388031,6001403100.0
37.81615374,-122.2567384,348.41949460000006,6001403502.0
37.81722777,-122.24877620000001,404.31237789999994,6001403900.0
37.82636236,-122.21595819999999,589.0150757,6001404501.0
37.8134458,-122.20712990000001,496.28594969999995,6001404700.0
37.80205692,-122.2512943,409.50585939999996,6001405301.0
37.79828303,-122.22968519999999,348.18240360000004,6001405700.0
37.78504195,-122.2307335,373.89770510000005,6001406201.0
37.79356927,-122.20798710000001,426.77917479999996,6001406601.0
37.78794768,-122.2024929,408.42611689999995,6001407000.0
37.77104845,-122.20676399999999,428.43341060000006,6001407400.0
37.80287649,-122.1830553,760.0,6001408000.0
37.76041659,-122.1785139,276.2592163,6001408500.0
37.73227685,-122.18358719999999,251.730011,6001409100.0
37.7432211,-122.18061000000002,266.8528748,6001409400.0
37.74790622,-122.15350330000001,459.12145999999996,6001410100.0
37.80999882,-122.2889656,238.2307281,6001410500.0
37.88670482,-122.294996,368.971405,6001420500.0
37.88825386,-122.27097090000001,552.9503784,6001421400.0
37.88189678,-122.27015049999999,459.944397,6001421700.0
37.87329871,-122.2965463,365.5103455,6001422100.0
37.87731631,-122.26032250000002,760.0,6001422500.0
37.85935794,-122.2680428,381.34268189999995,6001423500.0
37.85471438,-122.2441899,504.571167,6001423800.0
37.84005966,-122.29467109999999,276.30001830000003,6001425102.0
38.100964700000006,-122.5436037,319.0090942,6041101200.0
38.09828242,-122.5861504,374.97436519999997,6041103200.0
38.0177885,-122.5624737,390.841156,6041108100.0
37.96109754,-122.5205896,534.4724121,6041112100.0
37.98076794,-122.574978,423.8814087,6041116000.0
37.92413245,-122.5229695,690.1661987000001,6041121100.0
37.888541100000005,-122.50621070000001,320.8055725,6041125000.0
37.86924497,-122.51302,471.1260681,6041129000.0
37.92315072,-122.60258770000002,659.5147705,6041131100.0
38.05570434,-122.85496270000002,514.3991699,6041132200.0
38.1704342,-122.793153,760.0,6041133000.0
38.31708988,-122.29156509999999,280.9287415,6055200504.0
38.3056713,-122.31067279999999,314.39608760000004,6055200705.0
38.29461574,-122.30740530000001,514.913147,6055200804.0
38.17121157,-122.26047539999999,314.3901978,6055201006.0
38.1608038,-122.2596534,293.65173339999996,6055201007.0
38.30705936,-122.345545,385.8655701,6055201101.0
38.39201793,-122.36763049999999,508.000824,6055201300.0
38.39094352,-122.14712800000001,505.4384766,6055201403.0
38.64190843,-122.288278,573.5240478999999,6055201800.0
37.80772243,-122.4110135,361.4279175,6075010100.0
37.80536214,-122.4222001,483.9685669,6075010200.0
37.801612899999995,-122.41567340000002,483.9685669,6075010300.0
37.80289505,-122.408649,361.4279175,6075010400.0
37.79649646,-122.4142908,526.1557007,6075010800.0
37.7929701,-122.41273290000001,530.2553711,6075011200.0
37.79335026,-122.4061631,530.2553711,6075011800.0
37.78880649,-122.4118881,357.8235168,6075012100.0
37.78393488,-122.41259769999999,357.8235168,6075012502.0
37.79780801,-122.4417515,534.2221069,6075012800.0
37.79261961,-122.42742949999999,529.512085,6075013102.0
37.790897799999996,-122.43255520000001,407.9016724,6075013500.0
37.77807797,-122.43850159999998,468.726532,6075015802.0
37.77716511,-122.42286659999999,443.296051,6075016200.0
37.77088321,-122.42866000000001,475.54299929999996,6075016801.0
37.76582301,-122.44604809999998,434.62179569999995,6075017101.0
37.78202832,-122.4011594,357.98904419999997,6075017801.0
37.76866294,-122.4199712,314.2592163,6075020100.0
37.75911949,-122.4370314,481.08569339999997,6075020500.0
37.75396999,-122.4298145,523.0685425,6075021100.0
37.745458299999996,-122.43804170000001,624.6849365,6075021600.0
37.76255384,-122.39561090000002,499.61322019999994,6075022702.0
37.75583674,-122.41208429999999,361.03890989999996,6075022803.0
37.73516234,-122.40173100000001,300.5204163,6075023001.0
37.72155648,-122.3901091,350.56845089999996,6075023400.0
37.73767308,-122.4210128,514.4759521000001,6075025401.0
37.72807121,-122.40575079999999,476.0089416999999,6075025702.0
37.725666100000005,-122.424497,577.7922363,6075026002.0
37.71042313,-122.44483149999999,551.5164185,6075026303.0
37.712157899999994,-122.40473600000001,376.38531489999997,6075026403.0
37.76306724,-122.46732309999999,491.44229129999997,6075030202.0
37.74379469,-122.45732779999999,392.09552,6075030600.0
37.72177457,-122.4573397,319.05471800000004,6075031201.0
37.76247717,-122.4807942,382.1045837,6075032601.0
37.74602142,-122.48041770000002,506.01052860000004,6075032801.0
37.70537126,-122.44451570000001,551.5164185,6081600401.0
37.69997179,-122.4803129,379.4061584,6081600800.0
37.65694496,-122.469916,473.42443849999995,6081601605.0
37.66176806,-122.4064477,553.8757324,6081602100.0
37.63984452,-122.45049329999999,567.9415893999999,6081602500.0
37.63073616,-122.44229150000001,546.8154907,6081603700.0
37.62017537,-122.4283119,539.5997313999999,6081603801.0
37.62341489,-122.42064779999998,376.6429443,6081604000.0
37.60621125,-122.4101846,395.40130619999996,6081604500.0
37.59359957,-122.3714298,272.09420780000005,6081605100.0
37.752410600000005,-122.4814615,528.4903563999999,6075032802.0
37.74615527,-122.49018219999999,468.3400574,6075032901.0
37.75267921,-122.49063799999999,499.29882810000004,6075032902.0
37.73850864,-122.48477659999999,506.01052860000004,6075033000.0
37.71603667,-122.4783856,460.9230956999999,6075033203.0
37.76139292,-122.506152,379.3454895,6075035202.0
37.78310033,-122.4811904,339.1340332,6075042601.0
37.77756561,-122.4613385,282.6655273,6075045100.0
37.77822433,-122.48405819999999,339.1340332,6075047701.0
37.77919338,-122.50398870000001,549.3421631,6075047902.0
37.71324825,-122.3896166,503.9313965,6075061000.0
37.69823005,-123.00632639999999,266.4442444,6075980401.0
37.36461848,-122.0416008,291.32092289999997,6085508404.0
37.35724289,-122.02600919999999,286.15072630000003,6085508503.0
37.36245621,-122.02033999999999,280.7421875,6085508504.0
37.35888448,-122.0098689,276.17181400000004,6085508505.0
37.3851305,-122.024752,305.2782288,6085508800.0
37.39227346,-122.0216933,241.9338837,6085509000.0
37.40127286,-122.0743382,266.4436951,6085509201.0
37.39811417,-122.0968385,306.2233887,6085509403.0
37.38538679,-122.07316100000001,295.63046260000004,6085509700.0
37.34656326,-122.071846,280.744812,6085510002.0
37.41444084,-122.11033300000001,302.93765260000004,6085510802.0
37.437565899999996,-122.1218389,210.9321136,6085511000.0
37.43593306,-122.14357620000001,259.60202030000005,6085511400.0
37.35351931,-122.09764380000001,377.2893372,6085511702.0
37.29839339,-122.12068219999999,760.0,6085511707.0
37.20575092,-121.83426829999999,367.0617065,6085511912.0
37.2700531,-121.86553590000001,266.4241333,6085512005.0
37.27210822,-121.83544750000001,269.74969480000004,6085512020.0
37.2583789,-121.8377067,261.5758057,6085512026.0
37.22934098,-121.7707379,258.1751099,6085512034.0
37.24009215,-121.8105767,225.20944210000002,6085512036.0
37.26188248,-121.80476999999999,214.84442140000002,6085512043.0
37.04990503,-121.7071345,602.7353516,6085512200.0
37.13009628,-121.6086091,401.8797913,6085512309.0
37.13315057,-121.64293,260.9602966,6085512312.0
37.02449439,-121.5925347,244.13919069999997,6085512505.0
37.00467705,-121.57888349999999,241.9234619,6085512508.0
37.01982375,-121.5705845,187.8648071,6085512604.0
37.24002309,-121.51678390000002,464.5627136,6085513500.0
37.58642324,-122.345497,275.10556030000004,6081605400.0
37.57648814,-122.3484369,355.65563960000003,6081605500.0
37.56495183,-122.36923840000001,524.3537598,6081605600.0
37.57841049,-122.331705,266.7251587,6081606000.0
37.55292858,-122.31702140000002,364.296051,6081606600.0
37.52709183,-122.3048335,527.4431763,6081607100.0
37.5580917,-122.30667720000001,261.1426086,6081607600.0
37.55153629,-122.2586008,191.39060969999997,6081608001.0
37.56102633,-122.2620902,232.12059019999998,6081608100.0
37.56693744,-122.2598969,206.2737122,6081608200.0
37.53173826,-122.28258290000001,227.2457581,6081608502.0
37.49923361,-122.2566389,257.9201355,6081609201.0
37.49074295,-122.2519831,329.17453,6081609300.0
37.48894686,-122.27611429999999,669.9434813999999,6081609602.0
37.49325095,-122.23870600000001,275.0371399,6081610100.0
37.471339,-122.209092,287.8240662,6081610601.0
37.45649394,-122.23457009999998,448.18313600000005,6081611200.0
37.47574241,-122.171025,281.2225037,6081611600.0
37.46048593,-122.147449,241.93592830000003,6081612100.0
37.27827217,-122.3018487,683.6965942,6081613800.0
37.46242731,-122.16201140000001,286.182312,6081613900.0
37.627773600000005,-122.46000959999999,540.7739257999999,6081614000.0
37.35855557,-121.8927703,269.4793396,6085500100.0
37.34017016,-121.9220706,261.4740601,6085500400.0
37.33518246,-121.8840966,281.2208252,6085500901.0
37.33301785,-121.87963959999999,214.84442140000002,6085500902.0
37.33761019,-121.8644709,230.9390411,6085501502.0
37.30596216,-121.93603459999999,297.6574097,6085502101.0
37.29320398,-121.89282560000001,277.3817749,6085502500.0
37.25562013,-121.9230656,285.6600342,6085502800.0
37.26332267,-121.8972705,275.2467651,6085502907.0
37.26747815,-121.88500659999998,244.85629269999995,6085503003.0
37.33326576,-121.84992140000001,196.0491791,6085503110.0
37.27747126,-121.85391329999999,332.9184875,6085503116.0
37.29764757,-121.8778718,258.2163086,6085503123.0
37.31187665,-121.83225220000001,260.8214111,6085503211.0
37.28050819,-121.82996920000001,206.23971559999998,6085503218.0
37.31837005,-121.8013639,315.1498413,6085503315.0
37.33370588,-121.79169099999999,364.56002810000007,6085503323.0
37.3114815,-121.77928179999999,371.8474426,6085503329.0
37.30675401,-121.8044392,314.6596375,6085503336.0
37.33585506,-121.8342963,206.2464752,6085503504.0
37.34019001,-121.83194340000001,206.2464752,6085503507.0
37.35838555,-121.8661601,254.1802673,6085503601.0
37.34460784,-121.8522631,227.1910095,6085503602.0
37.34573579,-121.8394492,218.2579498,6085503703.0
37.36945016,-121.85467120000001,305.3198242,6085503708.0
37.36222935,-121.84671840000001,332.50827030000005,6085503712.0
37.36847013,-121.8355551,286.1525574,6085503903.0
37.39068188,-121.8525821,310.84729,6085504307.0
37.38687892,-121.87085079999999,302.7555847,6085504316.0
37.40276568,-121.87143090000001,309.32037349999996,6085504320.0
37.40938037,-121.87889080000001,251.55574040000002,6085504410.0
37.43723551,-121.9046885,196.0680084,6085504413.0
37.4319992,-121.88057759999998,334.2521667,6085504418.0
37.4585656,-121.9069201,371.316864,6085504422.0
37.41648214,-122.0497375,210.9268341,6085504700.0
37.39589831,-122.0015081,244.86878969999998,6085504806.0
37.34701381,-121.9331384,286.70025630000004,6085505203.0
37.36067076,-121.97237379999999,230.94030759999998,6085505302.0
37.34898379,-121.98719399999999,275.2746582,6085505401.0
37.33793763,-121.9622004,227.0342255,6085506000.0
37.32684082,-121.98584070000001,253.9604645,6085506103.0
37.31973624,-121.96140190000001,276.17172239999996,6085506301.0
37.29800771,-121.95603440000001,257.0872498,6085506501.0
37.24277905,-121.91431370000001,322.4231873,6085506803.0
37.25133605,-121.9644744,398.54760739999995,6085507203.0
37.27442603,-122.0239459,373.9883423,6085507500.0
37.32853565,-122.04078600000001,317.16412349999996,6085507806.0
37.3124135,-122.04057659999998,346.35772710000003,6085507807.0
37.30201249,-122.0191894,286.1340637,6085507906.0
37.33026072,-122.0232898,308.4453125,6085508101.0
37.34487495,-122.0458402,312.7658997,6085508303.0
37.35566416,-122.04150520000002,306.39120479999997,6085508403.0
38.08235884,-122.2246723,438.57131960000004,6095250601.0
38.10114169,-122.2485957,438.22177120000003,6095251000.0
38.11152428,-122.2497124,344.99066160000007,6095251500.0
38.12370613,-122.26866499999998,462.3998718,6095251702.0
38.1480466,-122.2441044,415.47113039999994,6095251902.0
38.08074457,-122.1808233,541.770874,6095252105.0
38.26556871,-122.06426689999999,418.1687622,6095252306.0
38.27525784,-122.0563351,374.52990719999997,6095252312.0
38.2762603,-122.01567460000001,240.897995,6095252316.0
38.29392259,-121.9696966,262.22982790000003,6095252317.0
38.24701777,-122.04496340000001,254.4325256,6095252502.0
38.26631589,-122.021619,244.95889280000003,6095252608.0
38.24891699,-122.01317140000002,254.94311519999997,6095252704.0
38.27160729,-121.94657099999999,260.65594480000004,6095252802.0
38.3401018,-121.94440390000001,211.3262787,6095252910.0
38.32434212,-121.98120390000001,302.37469480000004,6095253000.0
38.36217782,-121.99683540000001,332.8945618,6095253203.0
38.4433594,-121.8186264,227.5188599,6095253402.0
38.28513323,-122.44415500000001,295.6697083,6097150204.0
38.23762709,-122.61325990000002,254.92706299999998,6097150601.0
38.26003611,-122.6438828,278.23187260000003,6097150609.0
38.24456379,-122.63599199999999,268.3298645,6097150901.0
38.33928239,-122.6825351,314.5895691,6097151310.0
38.43653351,-122.665102,263.46163939999997,6097151504.0
38.43519496,-122.70828119999999,254.9647369,6097151900.0
38.4784682,-122.6642472,433.1882324,6097152502.0
38.45734451,-122.7481874,261.55181880000004,6097152903.0
38.44331478,-122.75846090000002,242.2520142,6097153006.0
38.376742799999995,-122.817388,409.5708313,6097153404.0
38.55658189,-122.81268770000001,266.61483760000004,6097153804.0
38.55252854,-122.8020832,308.047821,6097153806.0
38.61891283,-122.8571363,495.5874023,6097153903.0
38.61586213,-122.95677990000002,466.6419067,6097154000.0
38.53500338,-123.2486303,760.0,6097154303.0
38.63559923,-123.2010595,513.3706665,6097154304.0
37.68794657,-122.12276229999999,196.1138916,6001433700.0
37.69882127,-122.12349520000001,227.2936859,6001433800.0
37.692162599999996,-122.10904550000001,372.0273438,6001434000.0
37.65524185,-122.0460121,588.6932982999999,6001435102.0
37.65182497,-121.9831108,689.6808472,6001435103.0
37.63860323,-122.0389966,760.0,6001435104.0
37.68595712,-122.05075330000001,514.5708618,6001435200.0
37.67286343,-122.0839375,317.63833619999997,6001435400.0
37.680979,-122.0933706,324.0802917,6001435500.0
37.67468713,-122.10225279999999,266.7987366,6001435601.0
37.68142397,-122.10673500000001,267.9124451,6001435602.0
37.67860782,-122.1160466,258.47451780000006,6001435700.0
37.6720685,-122.1478,214.84442140000002,6001435900.0
37.66982803,-122.1349468,227.253067,6001436000.0
37.67174932,-122.1235488,243.7862701,6001436100.0
37.66850479,-122.11212720000002,275.14248660000004,6001436200.0
37.67150762,-122.06503219999999,465.0245056,6001436401.0
37.82467274,-122.2406381,446.34802249999996,6001426200.0
37.77590673,-122.24779479999998,241.301712,6001427200.0
37.7812191,-122.26613400000001,218.2961426,6001427300.0
37.77779571,-122.283644,211.07843019999996,6001427600.0
37.77250815,-122.28416909999999,225.57249449999998,6001427700.0
37.76979734,-122.2582469,296.40115360000004,6001427900.0
37.76664569,-122.2475346,266.4969788,6001428000.0
37.75962125,-122.2341969,250.93608089999998,6001428100.0
37.75395095,-122.23874009999999,254.83819580000002,6001428200.0
37.73528626,-122.23311770000001,227.29476929999998,6001428301.0
37.76032623,-122.25116640000002,268.0488281,6001428400.0
37.76164806,-122.2591783,296.4445496,6001428500.0
37.76521863,-122.27004540000001,208.5066528,6001428600.0
37.78574917,-122.30434170000001,259.8242798,6001428700.0
37.72719688,-122.01531090000002,640.5391235000001,6001430101.0
37.76712020000001,-122.0820909,552.6860352000001,6001430102.0
37.71487487,-122.0632965,504.5245972,6001430200.0
37.72009133,-122.10098970000001,474.2700806,6001430400.0
37.70496735,-122.1092134,600.1811522999999,6001430500.0
37.70409304,-122.0969504,426.8737793000001,6001430600.0
37.699284000000006,-122.06517099999999,367.94036869999996,6001430800.0
37.69827184,-122.08283540000001,276.1922913,6001430900.0
37.6929342,-122.0785554,287.8266296,6001431000.0
37.68553073,-122.0829842,289.35522460000004,6001431200.0
37.73587005,-122.1466227,352.0074463,6001432100.0
37.73308067,-122.1562531,244.9036102,6001432200.0
37.73089057,-122.1656942,277.7634583,6001432300.0
37.7097722,-122.1875986,211.04896549999998,6001432400.0
37.72343658,-122.17349159999999,244.9023438,6001432502.0
37.7226994,-122.15509809999999,250.5122833,6001432600.0
37.72707756,-122.142881,361.848114,6001432700.0
37.72126333,-122.1245314,308.4860535,6001432800.0
37.71585625,-122.1354601,276.1933289,6001433000.0
37.702143299999996,-122.13350190000001,218.28886409999998,6001433102.0
37.71432229,-122.1469846,261.4805908,6001433104.0
37.70177087,-122.1471007,258.4871216,6001433200.0
37.68661227,-122.1722699,201.3546143,6001433400.0
37.68446455,-122.1552659,218.2883148,6001433500.0
37.68604159,-122.14358659999999,254.93173219999997,6001433600.0
37.78714927,-122.186485,556.8088379,6001407900.0
37.785359,-122.1575095,585.50177,6001408100.0
37.77515293,-122.175694,461.846283,6001408200.0
37.77113222,-122.16462859999999,466.27697750000004,6001408300.0
37.76459219,-122.17095230000001,276.2592163,6001408400.0
37.76624938,-122.1822696,426.5143433,6001408600.0
37.76885012,-122.1889996,408.1272278,6001408700.0
37.75885215,-122.1969509,282.12005619999996,6001408800.0
37.75416011,-122.18886450000001,191.4365082,6001408900.0
37.73013102,-122.21135690000001,206.2943878,6001409000.0
